  ,REVIEW SENTID,REVIEW SENT,REVIEW AUID,RESPONSE SENTID,RESPONSE SENT,RESPONSE AUID
3229172,50012361,We recently visited big 4 adventure whitsunday and had the most amazing time.,,80009671,"Our Poolview Condos which you stayed in have one of the best positions in the resort with our new waterslide park directly opposite, so glad you enjoyed your stay so much in them.",
3229172,50012362,We stayed in the 3 bedroom cabin which was very clean and spacious.,80009671,80009672,"Thank you also for your lovely comments regarding the friendly staff, facilities and gardens, we will pass these on to the team.",
3229172,50012363,We were located right near the water park so easy access to go over to the pool.,,80009673,Looking forward to welcoming you back soon for another special holiday :),
3229172,50012364,"Very friendly staff and great facilities, the gardens were also extremely well maintained!",80009672,,,
3229172,50012365,We will be back!,,,,
,,,,,,
3254640,50012370,Unique property with great service ---SEP---,,80009680,"Hi bmiller 2020, Thank you so much for the amazing review.",
3254640,50012371,The hotel was amazing.,,80009681,I agree the service is great food at The Corner Office is excellent,
3254640,50012372,Great service.,80009681; 80009682,80009682,so thank you for acknowedging that.,
3254640,50012373,The food was excellent.,80009681; 80009682,80009683,"We hope that heartbeat comes sooner than later, see you than!!",
3254640,50012374,"Great location in downtown, only a block from the 16th St mall and close to LODO.",,80009684,Stay Happy!,
3254640,50012375,The room was great - love the unique feel of the hotel and each floor having a theme.,,,,
3254640,50012376,I would stay again in a heartbeat.,80009683,,,
,,,,,,
3291717,50012380,"Poor ---SEP--- Looked ok from the outside, inside the musty,mildew smell was overwhelming..",,80009690,Thank you for your comments and I’m sorry we were less than you expected.,
3291717,50012381,"Thankfully we only had 1 night there, and left as soon as it was light.",,80009691,"If you are ever unhappy or unsatisfied, I would urge you to contact the front desk as our goal is for you to leave satisfied and pleased.",
3291717,50012382,Everything was spread out in 3 different buildings..,,80009692,We wish you safe travels and thank you for visiting Branson.,
3291717,50012383,Staff seemed very unorganized..,,80009693,"Sincerely, Jay Wilson General Manager",
3291717,50012384,We have had many trips to Branson and just thought we would give this a try on our last night there.. now we know.. never again......,,,,
,,,,,,
3276454,50012390,Good choice in downtown Moncton ---SEP---,,80009700,Thank you for your review on your recent stay with us!,
3276454,50012391,"This is a newer Residence Inn, and a notch above other Residence Inn's I've stayed in.",,80009701,"We are happy to hear you enjoyed our hotel, location and rooms.",
3276454,50012392,They offer the typical roomy Residence Inn studios and suites with every amenity required.,,80009702,We have a salt water pool at the hotel and do not use chlorine.,
3276454,50012393,Of note was how quiet the room was.,80009701,80009703,We apologize for the chemical smell as the pool deck was being cleaned at that time.,
3276454,50012394,"Even though it's downtown, and even though there were rooms full of celebrating grads down the hall, I heard nothing.",,80009704,We hope that next time you will be able to enjoy our pool.,
3276454,50012395,It must be well built with extra thick walls or soundproofing.,,80009705,We appreciate the recommendation and we hope to see you back again soon.,
3276454,50012396,A very peaceful and restful sleep in the most comfortable of beds.,,80009706,"Warm Regards, Darlene Power",
3276454,50012397,"The staff is helpful, and the complimentary continental breakfast offers lots of variety.",,,,
3276454,50012398,They have one free computer to use in the lobby.,,,,
3276454,50012399,"I did not use the pool, but it looked clean.",80009704,,,
3276454,50012400,I expect though that it may be over-chlorinated as the smell was powerful.,80009703,,,
3276454,50012401,"Parking is $12.00/night for hotel guests, with in and out privileges.",,,,
3276454,50012402,"Make sure you have the front desk validate your parking stub, and retrieve it from the machine every time you exit.",,,,
3276454,50012403,Compared to its nearby competition - the Delta and Rodd - I certainly recommend the Residence Inn.,,,,
,,,,,,
3316406,50012410,"Staff friendly, the rest not to recommend ---SEP---",,80009710,"As you mentioned, we have been renovating the hallways and just just the 5th floor but all of them.",
3316406,50012411,We had a warm welcome at the Ocean Sky and got rooms 908 and 910 with a connecting door.,,80009711,We also have many plans in the near future.,
3316406,50012412,"The door has not been used for a while, and has been paintet in the meantime that the color sticked the door to the wall....",,80009712,We hope that you give us another opportunity soon.,
3316406,50012413,"After we opened it, you can imagine how dirty it was in between these two doors.",,80009713,Thank you.,
3316406,50012414,One of the fridges was full of melted ice and so we called the front desk.,,80009714,Paul Cahaly General Manager,
3316406,50012415,A friendly room maid came immediately and cleaned the old carpet.,,,,
3316406,50012416,"As we had another fridge in the second room, it was not that bad that the dirty fridge stayed dirty until our departure.",,,,
3316406,50012417,The balconies were very clean and the chairs comfortable.,,,,
3316406,50012418,The view is great – also during the night with the ocean on one and the lights of the city on the other side.,,,,
3316406,50012419,The pool was nice and the area more or less clean.,,,,
3316406,50012420,"When we arrived there by 5 pm, we 6 were happy, cause we got the last 3 pool towels.",,,,
3316406,50012421,The lady at the poolbar could not organize more towels cause she was not in charge.,,,,
3316406,50012422,Opening hours oft he pool: 7.am to 11 pm.,,,,
3316406,50012423,On a normal thursday no towels for the pool for more than a third of the whole opening time.,,,,
3316406,50012424,"Well, so we did not have to try the pool bar – maybe the lady would also not be in charge.",,,,
3316406,50012425,The old shower next to the pool was fun.,,,,
3316406,50012426,We did not know that something like that still exists.,,,,
3316406,50012427,There is an elevator directly from the pool deck to the rooms.,,,,
3316406,50012428,This elevator was not working during our whole stay.,,,,
3316406,50012429,"Like this, we had to walk through the lobby with furniture of the fifties.",,,,
3316406,50012430,A few more years and they will be modern again.,,,,
3316406,50012431,Parking costs $12 per night which is a moderate prize.,,,,
3316406,50012432,And what we really appreciate is the free WiFi.,,,,
3316406,50012433,This is a service we think is great.,,,,
3316406,50012434,What will await you in room 910: Aircondition is very old and loud but works.,,,,
3316406,50012435,"Not too confortable when you want to sit on the chair when it’s hot, cause the aircondition will blow warm air in your neck.",,,,
3316406,50012436,2 Lamps by the bed: are dirty but they work.,,,,
3316406,50012437,Water in the bathroom:,,,,
3316406,50012438,There is one way to stop the water: Bring it to one special position and try hard and you will manage that the water will not run the whole night.,,,,
3316406,50012439,On the Hotel Information Manual you will find half of a chocolate bar on the second page.,,,,
3316406,50012440,It looks like the room maids haven’t looked at it for a while – so maybe you’ll find it.,,,,
3316406,50012441,"Opening the balcony’s door is another challenge, but you will manage – as we did.",,,,
3316406,50012442,What you will find in room 908:,,,,
3316406,50012443,The lamp standing next tot he window does not work.,,,,
3316406,50012444,The same lamp as in the other room but luckily in the other room there was a button to bring it to work.,,,,
3316406,50012445,"We shouldn't have used the 3 coffee portions the first day, cause they haven't been refilled the coming day.",,,,
3316406,50012446,On the 5th floor we once saw workers come into the elevator.,,,,
3316406,50012447,It seems like there are a few things they renew.,,,,
3316406,50012448,"So I would suggest if you still are thinking of going to that hotel, maybe you could ask for a room on a floor that has been renewed.",,,,
3316406,50012449,"If the rooms would be as nice as the staff at the valet parking, front desk, concierge are friendly, it would be a lovely place.",,,,
3316406,50012450,"Why it's called ""Resort"" is another question....",,,,
3316406,50012451,With the check-out we mentioned that we did not like it there at all.,,,,
3316406,50012452,The lady at the front desk was very sorry and told me to tell it the room service manager too...,,,,
3316406,50012453,The problem of a bad condition of the rooms can unfortunately not be solved by only a room service manager...,,,,
,,,,,,
3326663,50012460,Our first stay here.,,80009720,Thanks for the great review Graham and Janet.,
3326663,50012461,"But, not our last.",,80009721,It was lovely to have 'Whitby regulars' stay!,
3326663,50012462,---SEP---,,80009722,Hope you see you again soon.,
3326663,50012463,"From the ease of booking, through to check out, everything was 100%.",,,,
3326663,50012464,"Phill and Sophie are a wonderful couple, very welcoming and helpful.",,,,
3326663,50012465,"We stayed in the luxury room, on the top floor.",,,,
3326663,50012466,"The room very clean and well appointed, with a very nice bathroom.",,,,
3326663,50012467,"The breakfast is a standard choice, with a daily special, and the quality of the ingredients was first class.",,,,
,,,,,,
3176764,50012470,Relaxing stay ---SEP---,,80009730,"Dear kris091, Thank you very much for your feedback (particulalry on the menu offerings) and for taking the time to let us know how you felt.",
3176764,50012471,We just got back from a week long holiday at Peppers Palm Cove.,,80009731,On some occasions when the weather chops and changes we do find it challenging from time to time to maintain the appropriate staff on duty to serve.,
3176764,50012472,Unfortunately the weather wasn't the best and we had several rainy days however what begins as a rainy day in Palm Cove can then turn into a beautiful sunny day a few hours later!,,80009732,We are working on improving this aspect of our service.,
3176764,50012473,Obviously this isn't the fault of Peppers and they had plenty of umbrellas on hand when needed.,,80009733,Chef is releasing a new menu on July 1 and we have also completely renovated the kichen and bar which is due to re-open on June 25.,
3176764,50012474,We had a 2 bedroom ocean front suite that we shared with my parents which was great and offered maximum privacy for each group.,,80009734,"Kind regards, Chris & team",
3176764,50012475,The king size beds and pillows were really comfortable and the sound of the ocean waves crashing was beautiful to listen to.,,,,
3176764,50012476,The rooms were clean and serviced daily which is great coming back to a clean and tidy room.,,,,
3176764,50012477,I was a little disappointed with the room service menu though.,,,,
3176764,50012478,There were a couple of times we just felt like something simple to eat like a toasted sandwich or club sandwich but the room service menu is from the restaurant Lime and Pepper which I felt had limited options.,,,,
3176764,50012479,I ended up having the gourmet beef burger one night which was just ok.,,,,
3176764,50012480,I also felt like a dessert on another occasion but they sounded quite unappetising (pumpkin pudding with pineapple or plum mousse with sweet curry sauce).,,,,
3176764,50012481,However I didn't call and ask if I could get something more simple so maybe there is more available if you ask?,,,,
3176764,50012482,"But Palm Cove has an amazing selection of restaurants, Vivo Bar and Grill was our absolute favourite and Il Forno Pizzeria was also great fun.",,,,
3176764,50012483,The main pool at Peppers is amazing and was the main reason we booked to stay there as we were all keen on sitting around the gorgeous pool and swimming.,,,,
3176764,50012484,I read somewhere that it was one of the only hotels in Palm Cove that had a heated swimming pool.,,,,
3176764,50012485,However none of the pools were heated and they were all really really cold!,,,,
3176764,50012486,We had one great sunny day that we all sat around the pool and swam however I could only get in for a very short time and didn't want to brave it again.,,,,
3176764,50012487,I had to get my son out when his lips turned blue!,,,,
3176764,50012488,We all had a swim but would have loved the water to have been a few degrees warmer so we were more comfortable.,,,,
3176764,50012489,"I left the main pool at one stage to go and get in the spa to get warm but it too was freezing, how strange.",,,,
3176764,50012490,Another issue was the pool bar.,,,,
3176764,50012491,A gentleman waiting behind me at one stage called it a debacle and I would have to agree.,,,,
3176764,50012492,"We were so disappointed that they didn't come around and take your drink and food orders around the pool, instead you had to go up to the bar and wait, order and wait again 15 to 20 mins for your cocktails and then carry them back on a tray which just didn't seem to be a 5 star way of doing things and ended up being a real pain and put a lot of pressure on the bar staff who were busy making cocktails whilst an irritated line of people watched on.",80009731,,,
3176764,50012493,"However you can order food at the bar and they will bring it out to you, make sure you get the bucket of chips, they are in a huge bucket and were really yummy but again would have loved to see some more simple snack items on the menu that weren't deep fried like chicken or ham sandwich.",80009730,,,
3176764,50012494,After indulging at each breakfast and dinner sometimes you feel like something light for lunch or afternoon snack by the pool.,,,,
3176764,50012495,"We all thought the breakfast, which was included in our package, was great.",,,,
3176764,50012496,A lot of variety and really yummy way to start the day.,,,,
3176764,50012497,We didn't end up using the free wifi as it was pretty slow.,,,,
3176764,50012498,The staff were all friendly and helpful when asked.,,,,
3176764,50012499,My husband and I had a massage at the day spa which was lovely but pretty expensive and the hard sell of their products at the end turned me right off.,,,,
3176764,50012500,Overall we had a really relaxing and fun holiday and were happy with the accommodation and service.,,,,
,,,,,,
3176623,50012510,Great stay ---SEP---,,80009740,"Hi barahsuxton, thank you for the review of your stay here at Cambridge City East.",
3176623,50012511,Even though we had some preconceptions about the Premier Inn we were pleasantly surprised at our stay.,,80009741,"We are so pleased to hear that you thought the beds were comfy, and rooms a decent size.",
3176623,50012512,The rooms were decently sized and the beds were superbly comfy!,80009741,80009742,It is our aim to make our guests feel brilliant through a great nights sleep!,
3176623,50012513,"(In fact, I had the best sleep of my trip here despite stay at more expensive hotels).",,80009743,"Kind regards, Premier Inn Team",
3176623,50012514,The hotel is in a good location and is in walking distance of the various colleges.,,,,
3176623,50012515,The breakfast was yummy but nothing to rave about however despite this it was still an excellent stay.,,,,
,,,,,,
3168961,50012520,Best Hotel in Downtown Indianapolis ---SEP---,,80009750,Thank you for taking the time to write a review.,
3168961,50012521,"While there are several high-end hotel options (e.g., Omni, Le Meridien, JW Marriot) in the area that are centrally located, the Conrad is by far the most luxurious.",,80009751,We are thrilled to hear that you enjoyed your recent stay with us.,
3168961,50012522,This was our first time at a Conrad and we were definitely impressed.,,80009752,"We are truly proud of our wonderful staff and well-appointed property, and I am elated to hear that we will be your preferred choice in Indy!",
3168961,50012523,"While it is a notch below popular luxury brands such as the Four Seasons, Ritz Carlton and Park Hyatt, it's probably most akin to the JW Marriot brand.",,80009753,"Sincerely, Greg Tinsley General Manager, Conrad Indianapolis 317 713 5000 greg.tinsley@conradhotels.com",
3168961,50012524,"Despite the modest cost, we'd recommend valet parking upon arrival.",,,,
3168961,50012525,"It's fast, easy and convenient.",,,,
3168961,50012526,A common theme throughout our brief stay was fantastic service.,80009752,,,
3168961,50012527,The hotel staff bends over backwards to ensure you're taken care of.,80009752,,,
3168961,50012528,"From check-in and room service to mapping your day and dinner reservations, everything is professionally handled.",80009752,,,
3168961,50012529,The rooms are great...fully stocked and very comfortable.,80009752,,,
3168961,50012530,Do not miss dinner or breakfast at the Capitol Grille.,,,,
3168961,50012531,Food is incredible.,,,,
3168961,50012532,"Overall, you will not be disappointed.",,,,
3168961,50012533,The Conrad will definitely be our preferred choice on our next trip to Indianapolis.,,,,
,,,,,,
3257488,50012540,Good size 2 Queen Room with a balcony ---SEP---,,80009760,"Dear Guest, We here at the hotel would like to thank you for writing a review on trip advisor.",
3257488,50012541,This room comfortably fit 2 of us along with our 2 bicycles and portable refrigerated cooler.,,80009761,We are most pleased to hear that you enjoyed your stay with us.,
3257488,50012542,(There was also a fridge in the room).,,80009762,"If there is anything you would like to add or any questions we are here to help to the best of our ability.\ Sincerely, The team here at best western",
3257488,50012543,The curtains in our particular room could have been a couple of inches longer to block the light but not too bad really.,,,,
3257488,50012544,We ate at the hotel restaurant twice.,,,,
3257488,50012545,Food was good and cost reasonable.,,,,
3257488,50012546,I would go back if ever passing through Osoyoos again.,,,,
3257488,50012547,Derek at the front desk was very helpful.,,,,
,,,,,,
3196616,50012550,"Fabulous value, service, ammenities and location ---SEP---",,80009770,"Dear thelaundryfairy, Thank you so much for writing us such a glowing review!",
3196616,50012551,"As always, the hotel and staff have made my stay exceptional.",,80009771,We love when our guests love coming back to stay at our home away from home.,
3196616,50012552,This is now our 'go to' home away from home when visiting Melbourne.,80009771,80009772,Our team pride themselves on their customer services and its always so fantastic when we receive such lovely feedback from our guests.,
3196616,50012553,We cant wait for an opportunity to come back.,,80009773,We will be sure to post your feedback in a promenant place so the whole team can see your lovely words!,
3196616,50012554,Thank you for providing outstanding service.,,80009774,We cant wait to have you stay at our place again soon Warm regards #teamCosmo,
,,,,,,
3173717,50012560,Interesting enigma ---SEP---,,80009780,"Carol A, Thank you very much for coming to visit us once again at The Jacquard Hotel and Rooftop!",
3173717,50012561,My husband and I visit Denver often as our son goes to Denver Uni.,,80009781,It was a pleasure hosting you as always.,
3173717,50012562,"Howver, this time we visited after I injured myself skiing in Vail.",,80009782,We are glad to hear you were able to enjoy some of the great offerings at the hotel to include our restaurant Narrative and the Vero water filling stations.,
3173717,50012563,We tried the Jacquard due to its great location in Cherry Creek.,,80009783,As for the troubles you encountered concerning odor and warm water in the commode.,
3173717,50012564,No complaints there with walking distance to the best shopping and restaurants.,,80009784,We have worked to rectify both of these issues.,
3173717,50012565,"Hotel beds were very comfortable, breakfasts in their Restaurant wonderful.",80009782,80009785,"However, I would like to sincerely apologize for these problems.",
3173717,50012566,Lovely contemporary feel and quiet rooms.,,80009786,"In the future, we hope you will decide to visit with us again so we can provide a more comfortable, tailored experience.",
3173717,50012567,The refill drinking water on our floor was appreciated.,80009782,80009787,"Please, feel free to contact the hotel at any time.",
3173717,50012568,Staff were friendly and courteous.,,80009788,303.515.2000 All the best and safe travels!,
3173717,50012569,So all good -,,80009789,"Sincerely,",
3173717,50012570,BUT from the moment we entered our room on the fifth floor we noticed a bad smell - as if someone forgot to flush the toilet or perhaps even gas from fridge.,80009783; 80009784; 80009785,,,
3173717,50012571,We checked and all fine.,,,,
3173717,50012572,Told reception who said they would get housekeeping to check it while we were out.,,,,
3173717,50012573,My son had stayed in the room and said no one showed up.,,,,
3173717,50012574,We found if we closed the toilet lid and bathroom door we could control the smell but ideally we should have changed rooms.,,,,
3173717,50012575,Over four days we noticed the same smell also in a lift and other guests also noticed it.,,,,
3173717,50012576,Then we realized the water in the toilet was going warm - which came to our attention because we left the lid down.,,,,
3173717,50012577,So when we lifted it there was heat.,,,,
3173717,50012578,I used to work in hospitality and noticed the engineer in the lift once so brought it to his attention.,,,,
3173717,50012579,Was still not fixed while we were there and no one offered to move us or checked in with us about the complaint.,,,,
3173717,50012580,Very disappointing.,,,,
3173717,50012581,I got the feeling that the problem is well known by Hotel staff and it’s a nasty one at that.,,,,
3173717,50012582,Strangest thing ever and definitely coming from the clean toilet water - perhaps it is something in the pipes?!,,,,
3173717,50012583,I hope it is just teething problems but will avoid this Hotel for a while in the hope it will get sorted.,,,,
3173717,50012584,Weird!,,,,
,,,,,,
3311587,50012590,Comfortable friendly and wconomical ---SEP---,,80009790,"Dear George, Thank you for taking the time to review our hotel the Amora Hotel Riverwalk Melbourne after your recent stay.",
3311587,50012591,"Booked through a website, got a very good price, found the staff very friendly and helpful, the rooms are bright and the windows in the corridors make a much better impression than internal sun less corridors in some hotels.",V80009792,80009791,I was pleased to read that you enjoyed your stay.,
3311587,,,,80009792,I will certainly share your comments with the team here.,
3311587,,,,80009793,Guest feedback means a great deal to the team.,
3311587,,,,80009794,We hope to see you again soon.,
3311587,,,,80009795,Yours Sincerely Tim Bilston General Manager,
,,,,,,
3314710,50012600,SUPERB ---SEP---,,80009800,"Hi CorkRoseW, Thank you for your very kind review.",
3314710,50012601,We returned to Gougane Barra hotel for a special birthday celebration with family& friends.,,80009801,Mom and Dad (Katy & Neil) were delighted to hear your lovely compliments.,
3314710,50012602,We found the standards as high as our previous visit 2 years ago which was excellent.,,80009802,Our 'wonderful' team were also very pleased to hear your feedback on our food and service.,
3314710,50012603,"Neil & Katie were fantastic hosts, pleasant easygoing & could not do enough to make our stay extra special.",80009801,80009803,It would be a pleasure to welcome you back to Gougane Barra Hotel.,
3314710,50012604,They were very welcoming & accommodating so much so that we stayed an extra night.,,80009804,Jane Lucey,
3314710,50012605,Food very high standard &service top class from the wonderful team they have.,80009802,,,
3314710,50012606,This hotel is 3 star but deserves to be 4 star plus.,,,,
3314710,50012607,Location is breathtaking.,,,,
3314710,50012608,Thank you all for wonderful weekend.,,,,
3314710,50012609,We will be back,,,,
,,,,,,
3275154,50012610,Worth every penny ---SEP---,,80009810,"Mr. and Ms. Bowie, Thank you for your kind words and wonderful review.",
3275154,50012611,After our amazing first stay we book another.,,80009811,"We are beyond thrilled to hear that your stay with us was of FIVE STAR caliber, and that you were able to experience our wonderful customer service and professionalism.",
3275154,50012612,Wow this time we had Vickie in guest services.,,80009812,Our team takes pride in their work to ensure that all of our guests are comfortable and happy while away from home.,
3275154,50012613,She truly went the extra mile.,,80009813,Our social hour is available Monday through Saturday from 5:30p until 7p.,
3275154,50012614,We had the most amazing beautiful suite I have ever had in Phoenix.,,80009814,It will be our pleasure to welcome you back to our hotel in the future when your travels bring you to Phoenix.,
3275154,50012615,The price was amazing.,,80009815,We recommend you giving us a call for the best deals and rates at 602.438.8688.,
3275154,50012616,I really appreciate the very clean room.,,,,
3275154,50012617,Nice bed beautiful view!!,,,,
3275154,50012618,Breakfast was great!,,,,
3275154,50012619,Those cookie you have at the front desk are delicious!!,,,,
3275154,50012620,Vicki and Tom totally bonded over the fabulous oatmeal raisin.,,,,
3275154,50012621,She gave us a Togo bag of cookies shhhhhhh.,,,,
3275154,50012622,Being over the road truck drivers is a lonely life.,,,,
3275154,50012623,We are constantly on the move .,,,,
3275154,50012624,At the moment we do not have a home but South Phoenix has been our home for the last 5 years.,,,,
3275154,50012625,"Your staff has constantly made an extraordinary effort to care for our needs,and make our stay comfortable, peaceful, and relaxing.",80009812,,,
3275154,50012626,"Weather it was the kind hearted Vicki or the fun loving Jay always ready to refill my wine glass or bring us an extra pillow, It was a consistent theme with every staff member.",,,,
3275154,50012627,They really do care about their guest.,,,,
3275154,50012628,"I travel all over the country, this hotel in Phoenix AZ has set my new standard!!",,,,
3275154,50012629,I will always stay here first in Phoenix and when I go to another city and state I will look for GreenTree inn brands first.,,,,
3275154,50012630,We had many friends visit us over the last two stays.,,,,
3275154,50012631,They were all impressed with the beautiful comfort of your hotel.,,,,
3275154,50012632,"Your staff even handles problems swiftly, professionally and with our best interests first.",,,,
3275154,50012633,Why other brands can not do this I don’t understand.,,,,
3275154,50012634,Your staff makes it seem effortless.,,,,
3275154,50012635,I think Vicki and Jay are the hardest working individuals I have meet in years.,,,,
3275154,50012636,Please continue doing what you are doing.,,,,
3275154,50012637,We will see you Friday Through Sunday this week.,,,,
3275154,50012638,I am so looking forward to being back at OUR new home away from home.,,,,
3275154,50012639,A nice glass of wine and some oatmeal cookies.,,,,
3275154,50012640,- the Bowie’s,,,,
,,,,,,
3185094,50012650,An absolute fantastic hotel with the most friendly and attentive staff I have ever encountered.,,80009820,"Dear Sean W, Thank you for you fantastic review following you recent stay at The Montcalm London.",
3185094,50012651,---SEP---,,80009821,"It am delighted that you had such a wonderful stay with us and to hear that the service was immaculate, the staff very friendly, attentive and professional.",
3185094,50012652,I would highly recommend the Montcalm.,,80009822,"I have shared your feedback and they are all delighted with your amazing feedback, thank you also for recommending us to other travellers.",
3185094,50012653,From the moment we booked this amazing hotel we felt that we were booking an experience rather than just a run of the mill hotel.,,80009823,I look forward to welcoming you back in the very near future.,
3185094,50012654,The price was excellent for the luxury we received.,,80009824,"Kind regards, Francesco Sardelli Hotel Manager",
3185094,50012655,"The service was immaculate and the staff very friendly, attentive and professional.",80009821,,,
3185094,50012656,Its in an excellent location for visiting many of London's attractions.,,,,
3185094,50012657,Whilst we only stayed one night and therefore didn't have time to use the superb facilities it means we can pay the hotel another visit.,,,,
3185094,50012658,If you want luxury at an affordable price with the best staff we have ever encountered then look no further than the Montcalm.,80009822,,,
,,,,,,
3315645,50012660,Wonderful view and decent price ---SEP---,,80009830,"Aloha ccmom7781, Mahalo for your wonderful view of the Aston Waikiki Circle.",
3315645,50012661,A very unique hotel as it is a circle.,,80009831,"We are glad that you loved everything about the hotel, especially our location and our wonderful views of Waikiki beach right across the street.",
3315645,50012662,The check in and concierge area are open air.,,80009832,"Thank you again, and we hope that we will have the chance to host you again in the near future.",
3315645,50012663,The rooms were very nice and clean.,,,,
3315645,50012664,The beach is just across the street.,80009831,,,
3315645,50012665,All rooms have a patio and the view is awesome.,80009831,,,
3315645,50012666,Mahalo!,,,,
,,,,,,
3189210,50012670,"Modern style, Central Location, Clean!",,80009840,Dear AegeanV3 Thank you for reviewing your stay at The Grand Hotel.,
3189210,50012671,---SEP---,,80009841,It will be my pleasure to pass your compliments onto our wonderful team - I am delighted you enjoyed your stay and we hope to welcome you back soon.,
3189210,50012672,"Modern clean hotel, in middle of town, within walking distance to harbour, right across street from Sky Tower attraction.",,80009842,Kind Regards Alison Borland Guest Relations Executive alison.borland@skycity.co.nz,
3189210,50012673,Staff were super friendly and welcoming.,80009841,,,
3189210,50012674,Rooms and bathrooms clean and bedroom spacious.,,,,
3189210,50012675,Our room on the higher floor gave us a beautiful view of city and harbour!,,,,
3189210,50012676,Price was as expected for a nice downtown Auckland hotel.,,,,
3189210,50012677,Easy walk to major department store and shopping.,,,,
3189210,50012678,Room service and restaurant in hotel have a very tasty menu and great service.,,,,
3189210,50012679,Also hotel is right next door to two wonderful Auckland eateries!,,,,
,,,,,,
3222013,50012680,Brilliant stay at Aqua ---SEP---,,80009850,What a wonderful review - thank you so much.,
3222013,50012681,"This is my family's fifth visit to Aqua having stayed in the 4 bedroom single storey villas and, more recently, the double storey villas at the front of the property.",,80009851,We are so pleased to announce that we were just awarded the Hall Of Fame for 2018 for our consistent wins of the Certificate of Excellence!,
3222013,50012682,The facilities are great and the accommodation works wonderfully well for all groups whether large or small.,,80009852,Look forward to seeing you again soon.,
3222013,50012683,And the 100m or so walk to the beach for a swim or to catch some fish just tops it all off.,,80009853,"Warm Regards, Jane.",
,,,,,,
3251261,50012690,"Yarra Gables ---SEP--- Proprietor was very welcoming, service was great, beautifully set out rooms attention to detail was exellent.",,80009860,Hi Very pleased that you enjoyed your stay.,
3251261,50012691,Would not hesitate to recommend a visit.,80009861,80009861,Thank you for a great review and thank you for recommending us.,
3251261,50012692,Beautiful garden settings quiet and relaxing would have liked to stay longer.,,80009862,We look forward to welcoming you back.,
3251261,50012693,Look forward to visiting again.,,80009863,Ralph,
,,,,,,
3233447,50012700,"Clean, comfortable, good restaurant ---SEP--- Stayed there on night but found the room very clean and comfortable.",,80009870,"Dear Joseph N, Thank you for your recent feedback.",
3233447,50012701,"The restaurant is also ok - simple food, nothing spectacular.",,80009871,I am pleased to read that you found our location convenient for your recent stay.,
3233447,50012702,"Overall, it is a very good solution if you have an early morning flight due to its position.",80009871,80009872,"Kind Regards, Amy",
,,,,,,
3229502,50012710,2 week business stay ---SEP---,,80009880,"Dear Amanda M, Thank you for the wonderful remarks for our staff.",
3229502,50012711,Brittany and Carlos both provided excellent customer service!,80009881; 80009882,80009881,Brittany and Carlos are definitely an asset to our team.,
3229502,50012712,They were very friendly and made my stay very enjoyable.,80009881; 80009882,80009882,They will be thrilled to know that they made your stay more enjoyable.,
3229502,50012713,I enjoyed the pool everyday I was there.,,80009883,Our Coast Restaurant does an amazing job and I am so happy that you enjoyed your dining experience.,
3229502,50012714,"The restaurant had excellent food, especially the carb cakes!",,80009884,I hope that you will visit us again soon.,
3229502,50012715,"However, breakfast was a little pricy.",,80009885,Silvana G. - Guest Service Manager,
,,,,,,
3223771,50012720,Best 5 days in my life ---SEP---,,80009890,Hey Linnr742!,
3223771,50012721,I went on the camp with a friend and left the camp with like 10 new friends.,,80009891,Thank you so much for your awesome review!,
3223771,50012722,Everyone there is super friendly so even if you are travelling alone..it won't matter when you get there.,,80009892,Meeting great new people is one of the most important things and we are happy that we were able to become one of yours.,
3223771,50012723,"And a big plus is the instructors, very friendly and good looking.",80009894,80009893,Hope to see you again to chill out together.,
3223771,,,,80009894,We hire our intructors only if they are TERRIFIC!,
3223771,,,,80009895,"If you haven’t already, don’t forget to collect your free tee and hat at the Rip Curl Store in Market Street!",
3223771,,,,80009896,Cheers mate!,
3223771,,,,80009897,Surf Camp Staff,
,,,,,,
3269314,50012730,"Clean, Honest Accommodation ---SEP---",,80009900,Thank you for taking the time to leave a review.,
3269314,50012731,The package we had was just right for our stay in Adelaide.,,80009901,I'm glad you enjoyed all the value adds.,
3269314,50012732,"Location, location, location close to beach, Tram to CBD, shopping and airport.",,80009902,We have plans for the refurbishment of the foyer and other public areas which we are excited to see roll out.,
3269314,50012733,Although tired and the foyer was really sad and off putting the staff were friendly and efficient.,80009902,,,
3269314,50012734,The rooms had been refitted and were clean and the bed was comfy.,,,,
3269314,50012735,Included in the price was a continental breakfast which was enough to get you started for the day.,,,,
3269314,50012736,Views from the upper rooms were great and worth the extra cost.,,,,
3269314,50012737,Parking was free next door to guests with a very short walk to front door.,,,,
3269314,50012738,Hooray!,,,,
3269314,50012739,the wifi was free and works not like some places.,,,,
3269314,50012740,Across the road was a fantastic Buffet that is a must for those who like a value meal and if you need a treat the Orange Spot Bakery next to the hotel is dangerous to weight watchers.,,,,
3269314,50012741,Will use this hotel again as it represents value for money.,,,,
,,,,,,
3168994,50012750,Another Excellent Stay ---SEP---,,80009910,"Dear The Dude Enfield, Thank you for choosing to stay with us at the Imperial Hotel.",
3168994,50012751,My wife and i stayed here as we were meeting friends in Cork.,,80009911,We are delighted that you enjoyed your stay with us and thank you for taking the time to write such favourable comments on trip advisor.,
3168994,50012752,"We went to the reception at around 11am to see if we could leave our luggage but the room was ready for us, which was excellent.",,80009912,We look forward to welcoming back to the Imperial Hotel soon.,
