DOCID	REVIEW SENTID	REVIEW SENT	REVIEW AUID	RESPONSE SENTID	RESPONSE SENT	RESPONSE AUID

3252633	50007400	great location staff friendly excellent service nice clean rooms the restaurant very relaxing enjoyable great food ---SEP--- the pool was great also gym the hotel room clean good size nice shower.		80007956	Aloha!	
3252633	50007401	great to grab a coffee on your way out .		80007957	Thank you for your review and choosing to stay with us!	
3252633	50007402	no resort fee which is a bonus people may need to be aware of this compare to other hotels great saving .				
3252633	50007403	we will be back they set a very high standard a perfect stay at a perfect place .				

3279248	50007410	OTT!!!		80007968	We appreciate your review of Marriott’s Canyon Villas.	
3279248	50007411	---SEP---		80007969	We are happy to hear that you are proud owners at the resort and enjoyed your recent stay.	
3279248	50007412	We own here so maybe biased		80007970	We look forward to seeing you next time in Phoenix!	
3279248	50007413	but it is one of our favorite Marriotts (other is Custom House, Boston).				
3279248	50007414	Many of the staff here know us and we believe that is a plus. 30 minutes from Sly Harbor and easy drive/shuttle.				
3279248	50007415	Recently redecorated and very nice.				

3215152	50007420	Dirty floor tile grout and mold around bath tub ---SEP---		80007981	Dear jimmy9584, Thank you for choosing to stay with us at Meriton Serviced Apartments on Kent Street!	
3215152	50007421	The unit is very roomy with sitting, dining areas completed with kitchen and all utilities.		80007982	We value our guests’ feedback	
3215152	50007422	The dirty floor tile grout in the dining and sitting area did not please me at all.		80007983	so we appreciate you taking your time to share your experiences with us.	
3215152	50007423	Worst part, there was mold around the bath tub.		80007984	At Meriton Serviced Apartments, we certainly do provide spacious suites, those much larger than a typical hotel room and inclusive of a gourmet kitchen, so we’re delighted you found them of use throughout your stay.	
3215152	50007424	Other things were OK, nothing particularly special, location was very good.		80007985	Please be assured that your comments have been taken on board.	
3215152	50007425	We paid Aus$246/night, which was kind of expensive, in my opinion it should have been $150 the most.		80007986	As mentioned, we do greatly value our guests’ feedback so remarks like yours will only help us to improve on our quality of service.	
3215152				80007987	jimmy9584, we do hope to be able to welcome you back to Meriton Serviced Apartments sometime in the not so distant future, where we can showcase our usually high standard of service to yourself and your family.	
3215152				80007988	Kind Regards, Amanda H Online Reputation Team	

3176390	50007430	Great Hotel ---SEP--- Excellent karate trip to bath made more special by the great Holiday Inn we stayed at.		80007999	Dear guest, thank you for this great review for our hotel!	
3176390	50007431	Exceptional staff and a lovely clean hotel throughout.		80008000	I'm vert glad you had such a pleasant stay with us and found our common areas so clean and nice.	
3176390	50007432	Love the restful lounge and the breakfast policy is ideal.		80008001	I'm also glad you pointed out our free breakfast, which has recently been added new features to, and hope we'll be able to see you again soon!	
3176390	50007433	Will def go back!		80008002	Kindly, David	
3176390	50007434	Oss!				

3304282	50007440	A Seniors View of their Stay ---SEP--- Being on a Seniors' Special rate we did not expect one of their better rooms.		80008013	Thank you for taking the time to share your feedback on your recent visit.	
3304282	50007441	We have stayed at this venue once a year for 6 years.		80008014	I am pleased to hear that you enjoyed the facilities as well as our great location.	
3304282	50007442	Our room was in the old section and was large, comfortable, clean and everything worked.		80008015	Reservations for Stefano’s restaurant can now be made via a direct line to their office or on their website.	
3304282	50007443	The reception staff were pleasant and helpful.		80008016	Our Reception staff will also happily coordinate bookings if you wish to arrange accommodation & dining reservations at once.	
3304282	50007444	The buffet breakfast in the beautiful old dining room , which was included in the tariff, was very good with a reasonable array of fruits, cereals etc available.		80008017	We look forward to welcoming you back in the near future and thank you again for your feedback.	
3304282	50007445	It's proximity to the railway station and bus stops are very convenient.		80008018	Warm regards, Kelly Williams General Manager	
3304282	50007446	"The one ""problem"" since the management change is the inability to organise, with one phone call, a room and Stefanos Restaurant package as was possibly previously."				

3180131	50007450	Not a bad hotel - but could do with a facelift ---SEP---		80008029	Dear Lou M, Thank you for taking the time to write your comments following your recent stay with us and I am sorry to read of your disappointments about the hotel.	
3180131	50007451	I booked the King Deluxe Plus rooms for our stay.		80008030	We have over the last two years refurbished over 50% of our bedrooms and are presently completing the replacement of all the windows within the non- sea facing bedrooms.	
3180131	50007452	(Don't be fooled by a so called 'flash sale'.		80008031	We have also commenced the repainting of all our bedroom corridors and a further number of bedrooms will be refurbished in 2013, your comments regarding the cleanliness of the room been shared with my Rooms Divisions Manager.	
3180131	50007453	The price of this room - and all their others - increased during that period and went down again afterwards!)		80008032	However I am delighted you enjoyed our Hilton breakfast as we do get a lot of very positive comments on it.	
3180131	50007454	Really huge room with lots of space and a 6 foot wide bed which was awesome and very comfortable.		80008033	Once again, thank you for your comments and we hope to see you back in the near future.	
3180131	50007455	Big wide screen TV and a mini bar fridge (empty though).		80008034	Kind regards Guy	
3180131	50007456	Teas and coffee but no hot chocolate in the room.				
3180131	50007457	Small shortbread biscuits.				
3180131	50007458	Floor to celing black out curtains - always a plus!				
3180131	50007459	The bathroom was average.				
3180131	50007460	I had thought the bathroom would be a bit larger and nicer in tune with the room.				
3180131	50007461	Also the toilet needed flushing when we arrived - I assume the yellow/grey smelly stuff had seeped back up the pipe.				
3180131	50007462	Perhaps the room had not been used in a while?				
3180131	50007463	Also quite dusty in places.				
3180131	50007464	The toiletries were fine if a bit small, but empty bottles were replaced so that was good.				
3180131	50007465	The windows were filthy dirty and we could barely see through them - although all to see was mounds of bird poo.				
3180131	50007466	They really need to get a window cleaner.				
3180131	50007467	The lights were a bit odd.				
3180131	50007468	I couldn't get the desk light to work without the hall light being on too, which is a pain when there is someone else still trying to sleep.				
3180131	50007469	Breakfast was brilliant as it always is in a Hilton so no surprises there.				
3180131	50007470	Everything you could want and a chef cooking things to order too.				
3180131	50007471	Bar prices are absolutely extortionate - don't even bother.				
3180131	50007472	£9 for a cocktail?				
3180131	50007473	Seriously?				
3180131	50007474	We tried out the swimming pool/spa.				
3180131	50007475	The changing rooms were all wet with bits all over the floor.				
3180131	50007476	Not terribly pleasant.				
3180131	50007477	The Hot Tub had loads of foam on it (this is basically body oils and general waste from peoples bodies where the spa hasn't been maintained properly) so we gave that a miss!				
3180131	50007478	The swimming pool was ok but a bit stingy on the eyes (again this is where there is not enough Free Chlorine in the water and too much Combined (used up)				
3180131	50007479	Chlorine, which is what causes problems and irritation.				
3180131	50007480	(Somewhat ironic as we were attending the annual pool and spa show that this hotel has hosted for the last 17 years - clearly they haven't learnt anything.				
3180131	50007481	My colleagues said it was the same last year too!)				
3180131	50007482	Overall it's not a bad place to stay but it is looking tired in places and could do with a bit of work.				

3189346	50007490	Threw away my left items ---SEP---		80008045	We appreciate the comments, especially with regards to your opinion of our room.	
3189346	50007491	I stayed there for 3 days .		80008046	Please consider staying with us again so that we can have the opportunity to provide you with an even superior experience.	
3189346	50007492	My room was not cleaned as they told me they only are there for 5 hours during a time i needed to work.				
3189346	50007493	I left my dental retainers and called the next morning when I relaized .				
3189346	50007494	I was told hey had them and when I went to have them picked up, was told they were thrown away.				
3189346	50007495	I now have to spend 600 dollars .				

3274579	50007500	Nice clean and friendly ---SEP---		80008057	Thank you so much for your review of our property.	
3274579	50007501	We had a last minute trip and booked here.		80008058	It is always wonderful to hear people enjoyed their stay!	
3274579	50007502	Great, clean and friendly place.		80008059	We hope to see you again soon.	
3274579	50007503	Wonderful continental breakfast.				
3274579	50007504	Very helpful and friendly staff.				
3274579	50007505	Nice clean, comfortable rooms.				
3274579	50007506	Easy access to downtown and free shuttle to the airport.				

3293186	50007510	Excellent customer service!!!		80008060	Your review made my day - thank you.	
3293186	50007511	---SEP---		80008061	Celia will be thrilled to know that her efforts were so appreciated and helped you immensely following your extremely stressful day.	
3293186	50007512	After a extremely stressful travel day Thanks to Air Canada, we had outstanding customer service provided by the Fairmont's night manager!		80008062	I will ensure she receives your accolades.	
3293186	50007513	She went above and beyond for us!		80008063	Thank you for sharing your feedback and we hope we can welcome you again, but under much better circumstances next time!	
3293186	50007514	Honestly just her pleasantness alone helped ease our more than disastrous day!		80008064	Warm regards, Patrick Gosselin General Manager	
3293186	50007515	Thank you so much!!!				

3308954	50007520	Luxurious and great service ---SEP---		80008075	Dear aigados, Thank you for taking the time to share such a wonderful review.	
3308954	50007521	The Jasper Park lodge is a wonderful resort, great service, beautiful location.		80008076	I am thrilled to read that you enjoyed everything from our staff, your room.	
3308954	50007522	The staff are very professional, helpful and friendly.		80008077	the location to our dining options.	
3308954	50007523	Beautiful rooms and very quiet.		80008078	The Emerald Lounge has a fantastic new menu so I am happy to see you took advantage of that!	
3308954	50007524	Highly recommend the Emerald lounge for dinner and drinks and room service for breakfast.		80008079	Thank you again for your kind words and I look forward to welcoming you back in the near future.	
3308954				80008080	Ken Hall General Manager Fairmont Jasper Park Lodge	

3300460	50007530	Dirty ---SEP--- Old rooms.		80008091	SkyHighTahoe, Thank you for taking the time to review your stay with us.	
3300460	50007531	Terrible elevators.		80008092	I am sorry to hear your experience was anything less than satisfactory for you.	
3300460	50007532	Room smelled like cleaner and poop.		80008093	I will be sure to share your feedback with our team members to address the odd smell you experienced as that is not acceptable for any guest to be subjected to-	
3300460	50007533	Expensive for a garden inn.		80008094	I am terribly sorry you were.	
3300460	50007534	Breakfast was decent.		80008095	We realize you have many choices in the area and we appreciate the opportunity to host you- we hope we are afforded a second chance to win back your business should your travels bring you back to the area.	
3300460	50007535	Staff was friendly.		80008096	Thank you again, Jason Bargar General Manager	
3300460	50007536	If your loyal to Hilton then go to the Embassy Suites near by.				
3300460	50007537	Much nicer.				

3190952	50007540	Great customer care ---SEP---		80008107	Dear Anthony, Thanks for taking the time to share your positive feedback, it means a lot to my team and I. It means a lot to the team and I to know our hard works pays off!	
3190952	50007541	We had an initial issue due to breakdown in communication about parking - we arrived on rugby world cup Sunday to find hotel parking full, also usual two overflow car parks full ended up parking some distance away and having to carry luggage almost half a mile - complained to manager who upgraded us to business class room with free breakfast :		80008108	Thanks so much for the great feedback.	
3190952	50007542	some communication issues as staff not England but got there eventually - overall enjoyable stay		80008109	Kind Regards, Sameer Gangoli Front Office Manager	

3287438	50007550	Loveliest relaxing break ---SEP--- Just returned from the most relaxing 3 night break.		80008110	Dear Reviewer.	
3287438	50007551	It was our first visit to the hotel.		80008111	Thank you for your review and I am pleased to read your positive comments regarding food, service and the Kid's Club.	
3287438	50007552	We were checked in by lovely, helpful and pleasant staff.		80008112	I look forward to the pleasure of welcoming you back to the Slieve Russell in the future.	
3287438	50007553	The reception and foyer area is beautiful and spacious.		80008113	Kind regards, Tony Walker.	
3287438	50007554	We loved to sit and watch the world go by here, with a coffee.				
3287438	50007555	Our room was good - yes, we have had more spacious family rooms in other hotels, but it was perfectly adequate.				
3287438	50007556	Two wee issues were finding a bottle of water at the side of the bed from previous guests and also the fridge didn't work.				
3287438	50007557	However, the room was kept clean and housekeeping were kind to provide us couple more cups and milk one evening.				
3287438	50007558	(We were left one packet of shortbread but between 5 of us, we then requested more)				
3287438	50007559	The hotels kids club is great!				
3287438	50007560	Kids can eat their dinner with all the other kids at 5pm, however our 2 youngest kids weren't keen as the kids were all only aged 4-7 thereabouts.				
3287438	50007561	However, we do realize the average age can change.				
3287438	50007562	A wee tip would be to maybe have a separate group for kids from aged 10/11 to 15?				
3287438	50007563	Snooker competitions, water volleyball etc etc.. I realize may be difficult to coordinate having two different groups, but would be good for Halloween.				
3287438	50007564	Hint hint !!				
3287438	50007565	The food in setanta restaurant was top notch!				
3287438	50007566	Absolutely delicious.				
3287438	50007567	We ate also in Kells bar - also delicious.				
3287438	50007568	Staff are so helpful and friendly.				
3287438	50007569	Pool is a great size - was confused as to why so much sand at bottom of pool, but we got used to it.				
3287438	50007570	Ladies shower area was always full of hair-				
3287438	50007571	I know this can just be the fault of lazy folk who don't bother to clean up after themselves, and no fault of the staff who do seem to check on changing rooms regularly.				
3287438	50007572	Breakfast was super - everything very fresh and beautiful.				
3287438	50007573	We will certainly return soon.				

3221586	50007580	Friendly, Helpful Staff with Comfy Rooms ---SEP---		80008124	Hi Sandy0167, Thank you for taking the time to share your experience of the Hilton Dublin Airport.	
3221586	50007581	The staff at the Hilton Dublin Airport go out of their way to make you feel special.		80008125	It's lovely to hear you have enjoyed your stay with us and I am delighted the team looked after you & made you feel special during your time at the hotel.	
3221586	50007582	From the complimentary shuttle from the airport to the hotel, to storing baggage while we took a few days to visit London, they made us feel like true guests.		80008126	We look forward to welcoming you back to the hotel again soon & please do not hesitate to book direct with us to enjoy our great rates.	
3221586	50007583	I would definitely stay here again.		80008127	Kind regards, Chris Douglas General Manager	

3200560	50007590	Good & Bad ---SEP---		80008138	Thanks for your feedback.	
3200560	50007591	Sundeck was an interesting experience of Australian snow culture.		80008139	Extensive maintenance is done on the hotel every summer.	
3200560	50007592	Yes it has a great location, awesome food and a solid drying room		80008140	Seems like it might be time to replace the hair dryers.	
3200560	50007593	but there is so much that could be better - especially for the inflated prices!				
3200560	50007594	It felt like the owners are using the nostalgia that this is an old school ski lodge as an excuse to do any significant work on the place.				
3200560	50007595	Our room was noisy from the cracks in the walls & the gaps in the windows.				
3200560	50007596	Everything in the rooms is old - like 30 years old.				
3200560	50007597	I even asked for a hair dryer - fairly run of the mill when you are paying over $500 a night - and the one I was handed was a tiny travel dryer that had definitely seen better days - and it caught on fire when I turned it on.				
3200560	50007598	I don't know if I would return, as a weekend here is about the same as a weekend in NZ.				
3200560	50007599	Perisher as a whole is way too over priced ..... especially with it's sub par access, long lift lines, mediocre lifts, and tracked out terrain.				

3318144	50007600	Amazing view, Beautiful accommodation ---SEP--- Had an amazing stay here.		80008151	Thank you for your feedback regarding you stay with us in September 2013.	
3318144	50007601	We stayed during September 2013,		80008152	We are delighted that you enjoyed your stay in our Apartments and appreciate your comments regarding the room.	
3318144	50007602	so yes I do know that this review is well overdue :) .		80008153	The hotel does offer an in room movie selection that can be purchased through our TV system and this is the reason that we do not offer DVD players in our Apartments.	
3318144	50007603	What a absolute beautiful stay we had.		80008154	We would love to welcome you back to the hotel in the future and please do not hesitate to contact me directly if you are back in our wonderful destination.	
3318144	50007604	The staff are wonderful, helpful, efficient and friendly.		80008155	Kind regards Jackie Guiney Hotel Manager Copthorne Hotel & Apartments Queenstown Lakeview	
3318144	50007605	We stayed in a two bedroom apartment, 2 floors, the rooms were upstairs with the main bedroom having an ensuite and balcony, and the second bedroom although we had requested a double bed when we booked, which had been confirmed with an email unfortunately had 2 single beds instead.				
3318144	50007606	Thankfully the person staying in the room wasn't too upset about it, so we didn't mention it to the staff.				
3318144	50007607	The kitchen was well equipped.				
3318144	50007608	Comfortable lounge the only small complaint it would've be great if they had a DVD player, due to wet weather we were stuck inside for a day and would've liked to of been able to watch a DVD.				
3318144	50007609	Not really a complaint just would've been a nice option for bad weather.				
3318144	50007610	The best thing about the Copthorne is the view.				
3318144	50007611	Wow amazing, beautiful views of the lake and the mountains, we were lucky enough to see the snow on top of the mountains as our last night there it decided to snow.				
3318144	50007612	Even in the wet weather we would still go out on the balcony and stare at the view.				
3318144	50007613	The Copthorne is situated quite close to town, airport and shops.				
3318144	50007614	If you get a chance take the steamboat TSS.				
3318144	50007615	Earnslaw over to Walter Peak Farm.				
3318144	50007616	Great day out.				
3318144	50007617	The front desk at the Copthorne is more than happy to organise it for you, including transfers there if needed.				
3318144	50007618	When we decide on another trip to Queenstown we will definitely stay at the Copthorne again.				
3318144	50007619	Thanks Copthorne for an amazing stay :)				

3242662	50007620	All ways enjoy :)		80008166	Thank you for your review and comments about your stay.	
3242662	50007621	---SEP---		80008167	It is lovely to hear that you enjoy staying at Oaks M on Palmer and that the property is located in a perfect position for your needs.	
3242662	50007622	I have stayed at Oaks on palmer many times in the past on visiting Townsville .		80008168	We appreciate your loyalty towards our hotel and hope to welcome you back once again soon.	
3242662	50007623	Have all ways found the staff helpful & frendly & The rooms are moden & clean .				
3242662	50007624	I recomend that if you want a quite room you ask for a room on a higher level as there is a backpackers at the rear of oaks & can some times get a bit roudy .				
3242662	50007625	but all in all it is a nice spot to stay as it also is close to good restaruants & clubs & a hop & a skip away from most boat & island trips .				

3177738	50007630	Friendly staff but hotel needs updating ---SEP--- Stayed here in April 2013 for four nights.		80008179	Thank you for your feedback.	
3177738	50007631	The hotel is conveniently situated on the intercoastal waterway on a water taxi stop and is a few blocks from the beach.		80008180	Guest room renovations are in full swing, with dining chairs already installed, we’re almost finished with new carpet and the sofa beds are being installed as we speak.	
3177738	50007632	There is also a large mall next door as well as a grocery and drug store across the street.		80008181	I will mention the condition of the balcony to our housekeeping team.	
3177738	50007633	While the staff was very friendly, the guest rooms are in need of updating.		80008182	Parking is very limited in the area so we offer valet parking at a competitive rate.	
3177738	50007634	The suite we stayed in was very spacious, however the chairs in the dining area were all peeling and looked shabby and the couch was extremely worn down.		80008183	I’m glad you enjoyed the location, our lobby & patio area, and also the pool bar.	
3177738	50007635	The patio had some sad furniture and our patio also had several old cigarette butts scattered throughout.		80008184	We hope that next time you’re in the area you will give us another chance to exceed your expectations of our hotel.	
3177738	50007636	Aside from the space given in the room, I did not feel that it was worth the $169/night rate.		80008185	John Allan Hotel Manager	
3177738	50007637	Additionally, if you are bringing a car, they charge a mandatory $25/day valet fee (there is no lot available to park your own car...however there were a few vacant other lots right next to the hotel that were chained off).				
3177738	50007638	The lobby and patio area were all very nice and the outdoor bar was a nice place to relax.				
3177738	50007639	We didn't end up using the pool but feedback from others is that the pool was kept very warm, so that did not leave us with much desire to use the pool.				
3177738	50007640	As I said before, the staff was all very friendly.				
3177738	50007641	I can't say I would stay here again.				

3209086	50007650	Almost ---SEP--- Stayed here with a baby.		80008196	Dear Sarah, Thank you for taking the time to share your feedback.	
3209086	50007651	A nice hotel but many things could be improved.		80008197	While I wish you had a better experience, it is feedback like this that we learn from and use to improve.	
3209086	50007652	Breakfast buffet definitely not worth the money given there are so many great cafes a short walk from the hotel.		80008198	We work hard to deliver an exceptional guest experience, and it's apparent in this case that we fell short.	
3209086	50007653	They could really lift their game.		80008199	If you give us a chance to earn back your trust, I can assure you that we will do our best to give you the great hotel experience that so many of our guests have grown so fond of.	
3209086	50007654	Hard bacon, cold fried foods and Batista coffee extra $5.		80008200	Sincerely, Abby McDowell Marketing Manager	
3209086	50007655	The room was a disabled room with large bathroom however many disabled person would struggle with the bath.				
3209086	50007656	The service at reception was friendly but needed multiple attempts to get card access correct and provide replacement card which left me sitting in dark room one evening for 2 hrs before a card to activate lights was delivered(unable to leave room due to baby).				
3209086	50007657	I looked forward to staying here and was a little dissapointed but was still a pleasant stay.				

3234460	50007660	Christmas just the way we like it!		80008211	Hi Rob, Thank you for such a positive review and for being a loyal guest.	
3234460	50007661	---SEP---		80008212	I am delighted that you enjoyed another Christmas with us.	
3234460	50007662	We have spent several Christmas holidays with LBL.		80008213	We have yet to complete all our year end projects this year, however when we do, we are going to have a contest where the guest who can list the most changes and additions, recently completed, will win a fabulous prize.	
3234460	50007663	Everything about the experience satisfies and often exceeds our expectations.		80008214	Details will be announced in a future newsletter.	
3234460	50007664	The food is good---the service warm and friendly and the rooms are cozy and comfortable.		80008215	My very best wishes, for the New Year.	
3234460	50007665	The recent renovations/changes---we counted ten since last year---are wonderful and we look forward to seeing what else has been achieved in our next visit.		80008216	Tim Hackett	

3196581	50007670	How do you say Excellent !!!!		80008227	Dear Guest, Thank you for your taking the time to provide feedback of your stay at The Chesterfield Mayfair Hotel.	
3196581	50007671	---SEP---		80008228	I am delighted to know that you had an enjoyable stay with us and that you were impressed with the hotel from the moment you arrived.	
3196581	50007672	We arrived to the Chesterfield Mayfair after a few days in Paris Top notch service from the second I got out of the taxi		80008229	The music room is one of our beautifully themed rooms and I am glad you appreciated it’s original decor.	
3196581	50007673	The rooms we had 2 one for my sons and one for hubby and I , FYI if you can request the MUSIC ROOM Hubby and I Stayed in that beautiful room		80008230	It gives me great pleasure to know that you chose The Chesterfield Mayfair to celebrate your anniversary and son’s birthday and I am thrilled that we were able to add to your special occasion with our card and cake.	
3196581	50007674	The hotel staff top notch They knew of was our anniversary and my sons birthday		80008231	Thank you for recommending the afternoon tea here at The Chesterfield Mayfair as a great way to celebrate a birthday.	
3196581	50007675	and they sent Beautiful cards to both rooms and Bella cupcakes		80008232	I hope to welcome you again to The Chesterfield Mayfair Hotel.	
3196581	50007676	If you can make the high tea		80008233	Kind regards, Oliver Oliver Raggett General Manager	
3196581	50007677	This is a must !				
3196581	50007678	It was a willy wonka theme and we celebrated my sons birthday that way				

3184560	50007680	Great meeting rooms.		80008244	Thank you so much for posting your review.	
3184560	50007681	Hotel rooms ok ---SEP--- Nice Lobby, restaurant and meeting rooms.		80008245	Seems as if you enjoyed your stay except for the cleanliness issues.	
3184560	50007682	Hotel rooms could be updated with cleaner bathrooms and carpet.		80008246	I will share with my entire team as this is not the norm for us.	
3184560	50007683	Outside bar and being on intercostal is nice.		80008247	Thank you once again and we do hope to see you again soon!	
3184560	50007684	If you up to a walk beach is not too far.				
3184560	50007685	Shopping is great.				
3184560	50007686	Right next door to hotel with macys, Neiman Marcus and Dillards				

3325964	50007690	Stay away from this hotel ---SEP---		80008258	Aloha and thank you for taking the time to comment on your recent stay at the Aston Waikiki Beach Hotel.	
3325964	50007691	We stayed at this hotel for our 45th wedding anniversary.		80008259	We sincerely appreciate criticism as well as praise for our employees, as we can grow and learn from guest feedback.	
3325964	50007692	What a mistake!		80008260	I am surprised that you had issues with our elevator system.	
3325964	50007693	We had an ocean front roomand the view and room were great		80008261	Since the system became fully operational in December, 2010, our wait times for elevators (even in the mornings when it is indeed busy) have been minimal.	
3325964	50007694	but thats where it ends.		80008262	We can track our wait times as everything is now computerized and recorded.	
3325964	50007695	The elevators are a nightmare.		80008263	During the month of March, we have not seen excessive wait times.	
3325964	50007696	They are SLOW and in the mornings during the breakfast don't even work at all.		80008264	We also encourage guests to report excessive noise as well as smoking violations to the Front Desk as soon as they observe or experience them.	
3325964	50007697	Considering we were on the 17th floor this was not fun.		80008265	We will room move guests iif at all possible, and will immediately work with challenging guests as well.	
3325964	50007698	Walking up 17 floors is not my idea of a good time.		80008266	Our Security Officers will respond promptly.	
3325964	50007699	The noise from the next room started at about 1 am every morning and went until at least 4 am every day we were there.		80008267	Mark Demello General Manager	
3325964	50007700	I complained twice and at checkout and all I got was let it know if it happens again.				
3325964	50007701	This is also a non-smoking hotel and they were doing that also.				
3325964	50007702	We slept with our patio door open to get the oocean breezes but had to close the door because of the smell.				
3325964	50007703	Also complained about that and I was told that housekkeping would check for signs of smoking				
3325964	50007704	but it happened again the next night.				
3325964	50007705	I paid close to $200 a night for this room and was there for 6 nights and 5 of the nights thhis went on every night with no action on the hotels part to correct the problem.				
3325964	50007706	Definitely don't stay here!				
3325964	50007707	I also returned their customer satisfaction email and got a rely from them saying they would forward to that hotel and that they hoped to see us again.				
3325964	50007708	That won't be happening@				

3306481	50007710	Great room with a view ---SEP---		80008278	Thankyou for choosing The Copperstone for your holiday destination.	
3306481	50007711	We had a great room at the back of the hotel with a view the mountain.		80008279	We are very glad to hear you enjoyed the facilities and all The Resort has to offer.	
3306481	50007712	The room was 2 levels.		80008280	it would be our pleasure to see you again for another enjoyable stay!	
3306481	50007713	Kitchette and dining/ living room space with large screen tv on the lower level.		80008281	Senior GSA Donna	
3306481	50007714	Upstairs were 2 good size bedrooms and 2 bathrooms.				
3306481	50007715	Also an outdoor patio off the main level.				

3188645	50007720	Solid place to put your head in a bed.		80008292	Dear Srmorris78, Thank you so much for your feedback.	
3188645	50007721	---SEP---		80008293	Our team is happy to hear that overall you had an enjoyable stay, but we do apologize for those inconveniences you faced.	
3188645	50007722	Good location for what I needed.		80008294	I will make sure to bring this up in our daily meeting.	
3188645	50007723	BEST PART: The staff.		80008295	Thank you for choosing TownePlace Suites Denver Southeast.	
3188645	50007724	Everyone from the welcome to the good-bye did a fantastic job making me feel welcome and appreciated.		80008296	I hope you have a wonderful week.	
3188645	50007725	WORST PART: Had some issues getting the bathroom sink faucet fixed; it took two work order requests.		80008297	Warm Regards, Tiffany Ramos Sales Manager	
3188645	50007726	Also asked about the bathroom fan being caked with dust, but it didn't seem to be of any concern because it was left alone.				
3188645	50007727	Mike at the front desk gave an amazing welcome.				
3188645	50007728	My housekeeper showed of her great smile in the hallway, and the girl who managed the gatehouse/breakfast made me feel like we'd been long time friends.				
3188645	50007729	All-in-all, this was definitely worth the value.				

3287988	50007730	Smart modern hotel great staff & parking ---SEP--- Courteous counter staff.		80008308	Dear Col A: Thank you very much choosing Potters Boutique Hotel for your time in Toowoomba and for taking the time to share your wonderful experience with us.	
3287988	50007731	Very comfortable bed.		80008309	I am very happy to know that you had a truly a great stay and enjoyed the terrific service of our hardworking team that always go above and beyond to ensure that every guest is happy.	
3287988	50007732	Scrupulously clean.		80008310	Once again, thank you for your feedback and we are very much looking forward to hosting you again in the near future.	
3287988	50007733	Good bathroom shower.		80008311	Best regards	
3287988	50007734	Coffee tea facilities.				
3287988	50007735	Air conf complimentary fruit.				
3287988	50007736	Lots of off street parking.				
3287988	50007737	V close to city centre.				
3287988	50007738	$164 for 2 persons negotiated without breakfast.				
3287988	50007739	Nice restuarant but did not use it.				

3221629	50007740	Fantastic property with perfect location!!!		80008322	Dear Ssambtani, Thank you for your wonderful review of your recent stay with us.	
3221629	50007741	---SEP---		80008323	It was our pleasure to look after you on your honeymoon and we look forward to welcoming you back in the near future.	
3221629	50007742	We stayed here for our honeymoon for seven nights and had a wonderful time.		80008324	Kind regards Mia McGregor Sales & Marketing Manager	
3221629	50007743	The USP of this hotel is its Location, its just perfect, beside the lake, has a lovely garden besides it and it is at the edge of the main area of Queenstown with everything in walking distance.				
3221629	50007744	We stayed in the one bedroom apartment on the fourth floor over looking the lake and it was beautiful, well equipped and clean.				
3221629	50007745	They also offer complimentary washing of clothes with this apartment (Just washing not ironing) Good food and good service, special mention the the G.M. Jim Moore who took personal care of us and made us feel at home.				
3221629	50007746	Also a big thanks to Toby Welford for helping us with all our queries about Queenstown and its surrounding areas!!				

3196781	50007750	Excellent ---SEP---		80008335	Dear Guest, Many thanks for taking the time to review your recent visit to The Savoy.	
3196781	50007751	Everything you would expect from a hotel of this calibre.		80008336	It’s great to hear that you thoroughly enjoyed the visit and were able to make the most of our excellent location.	
3196781	50007752	Outstanding service from friendly staff.		80008337	I look forward to sharing your review with the team and hope we are able to welcome you again soon.	
3196781	50007753	Beautiful immaculate rooms.		80008338	Kind regards, Kiaran MacDonald	
3196781	50007754	Great position for theatres and art galleries as well as convenient for the City.				

3221725	50007760	Great stay at a fabulous hotel.		80008349	Dear Traveler05265938569, Thank you for reviewing your stay at Jurys Inn Belfast.	
3221725	50007761	---SEP---		80008350	I am glad you found the staff went above and beyond and I will pass on your positive review to the team.	
3221725	50007762	Really enjoyed our stay recently.		80008351	I am glad you are hoping to return soon and if you need assistance with your next booking please do not hesitate to contact me directly.	
3221725	50007763	Hotel was lovely, friendly helpful staff...who really did go above and beyond.		80008352	Kind Regards, Amy Clydesdale Front Office Manager	
3221725	50007764	We got to check in several hrs early and they held our bags for us, for several hrs after we checked out, so we could go and enjoy a spot of shopping.				
3221725	50007765	Food was delicious and rooms were comfortable and spacious.				
3221725	50007766	Will definitely be back again soon.				
3221725	50007767	🙂				

3230035	50007770	Nice surprise ---SEP--- Built in the late 1800's did not realize the history they had to offer.		80008363	Dear machandler82, Thank you for joining us at The Brown Palace Hotel and Spa.	
3230035	50007771	Nice little coffe shop but hours are to short.		80008364	Our establishment has such an amazing history and we are thrilled to share it with each and every guest.	
3230035	50007772	Not far to walk to other places to eat.		80008365	We appreciate your feedback regarding the service and have shared your review with the appropriate departments.	
3230035	50007773	Room was good watch that step up into the restroom especially in the middle of the night.		80008366	Warm regards, Managing Director	
3230035	50007774	Cleaning staf only did the minimum to clean while we were there, staff was really nice parking is a bit difficult so use the valet.				

3193864	50007780	Excellent Location!		80008377	Aloha JaniseM19, Thank you for staying with us and for taking the time to share your review.	
